1	9	4
1	12	3
1	25	4
1	32	2
1	45	0
2	13	2
2	21	1
2	27	3
2	28	4
2	29	0
3	29	1
3	40	2
4	2	3
4	4	4
4	21	4
4	24	0
4	28	0
4	30	1
4	50	1
5	5	0
5	6	4
5	7	4
5	8	3
5	16	1
5	26	1
5	32	2
6	2	3
6	26	1
6	36	1
6	41	4
6	42	0
6	45	2
7	3	1
7	28	1
7	45	2
8	4	2
8	12	4
8	13	3
8	16	2
8	24	1
8	25	3
8	33	0
8	36	2
8	43	3
9	24	2
9	27	4
9	33	4
9	35	0
9	48	3
10	4	1
10	7	1
10	18	2
10	35	2
10	36	3
11	3	4
11	4	3
11	34	2
11	37	4
11	43	2
12	1	0
12	20	3
12	26	1
12	29	2
13	11	4
13	16	4
13	38	1
13	41	3
13	48	0
14	18	0
14	20	2
14	30	2
14	42	4
14	44	0
15	1	2
15	14	2
15	17	1
15	31	4
16	5	2
16	13	2
16	23	3
16	46	3
16	49	2
17	4	2
17	8	3
17	17	1
17	36	2
17	38	0
18	10	4
18	12	0
18	24	3
18	30	4
18	40	4
18	46	2
19	12	1
19	39	1
19	49	1
19	50	1
20	8	4
20	12	4
20	17	0
20	21	3
20	25	4
20	50	3
21	10	2
21	17	2
21	23	3
21	38	4
21	42	2
21	47	1
22	5	0
22	31	3
23	1	1
23	3	2
23	6	0
23	14	1
23	21	0
23	28	1
23	31	2
23	34	0
23	45	1
23	48	2
24	3	1
24	22	2
24	38	1
25	2	4
25	15	0
25	25	4
25	34	1
25	39	1
25	49	1
26	40	4
26	46	1
27	4	3
27	7	4
27	11	1
27	19	1
27	32	3
27	41	3
27	43	1
28	8	4
28	14	1
28	17	3
28	29	0
28	37	3
28	39	1
28	40	0
28	48	2
29	14	1
29	26	1
29	28	3
29	29	2
29	31	3
29	33	1
29	34	0
29	42	1
30	36	0
31	6	4
31	9	0
31	19	1
31	39	2
31	42	3
31	44	3
31	47	0
31	49	1
32	1	3
32	4	4
32	20	2
32	23	4
32	26	3
32	34	4
32	46	2
32	47	4
33	9	1
33	15	2
33	16	3
33	21	1
33	28	4
33	45	3
34	17	1
34	29	3
34	30	2
34	33	3
34	50	3
35	9	3
35	13	4
35	37	2
36	18	1
36	42	1
36	49	2
37	5	3
37	14	2
37	20	1
37	21	2
37	25	4
37	32	1
37	50	2
38	23	2
38	44	0
38	47	2
38	48	0
39	18	2
39	27	4
40	3	2
40	22	0
40	24	2
41	11	4
41	19	0
41	25	1
41	31	3
41	34	1
41	35	2
41	42	4
41	45	3
42	1	1
42	11	2
42	12	2
42	23	1
42	34	3
43	11	1
43	12	2
43	43	0
44	16	0
44	20	0
44	40	1
45	5	1
45	19	4
45	22	1
45	24	2
46	31	1
46	38	1
47	2	2
47	3	0
47	13	0
47	16	3
47	31	0
47	37	2
47	38	4
48	5	1
48	24	1
48	39	0
48	41	0
48	44	0
48	49	1
49	19	1
49	21	0
49	35	2
49	45	2
49	50	3
50	42	2
