1	31	0
1	36	3
1	40	2
1	50	4
2	24	1
2	25	0
2	27	1
2	36	1
2	40	3
3	3	2
3	9	4
3	44	1
3	47	1
4	9	2
4	18	1
4	27	3
4	44	2
5	7	4
5	22	0
5	29	1
5	32	4
5	49	0
6	14	1
6	19	4
6	26	0
6	33	4
6	35	0
6	42	0
7	2	0
7	17	1
7	22	1
7	33	4
8	7	0
8	36	3
8	38	1
8	43	0
8	45	0
9	1	0
9	13	1
9	24	1
9	40	2
10	7	1
10	20	3
10	26	3
11	1	3
11	3	4
11	17	3
11	29	1
11	34	1
11	38	2
11	41	0
12	6	2
12	18	3
12	22	2
12	37	2
12	45	2
12	49	3
13	3	3
13	5	3
13	8	4
13	14	4
13	15	2
13	16	0
13	19	0
13	20	4
14	16	2
14	18	2
14	22	2
14	25	1
14	37	4
14	41	4
15	5	1
15	20	3
15	29	0
15	35	0
15	44	3
16	5	0
16	11	3
16	13	0
16	22	1
16	24	3
16	26	1
16	31	3
16	36	3
16	48	3
16	50	2
17	24	0
17	27	2
17	33	2
17	50	1
18	7	1
18	17	4
18	36	3
18	39	0
18	48	1
18	49	4
19	17	3
19	42	4
20	1	2
20	11	0
20	25	0
20	45	4
21	4	2
21	13	2
21	19	4
21	28	1
21	42	4
22	6	4
22	34	1
22	46	2
23	27	2
23	33	0
23	40	0
24	12	1
24	14	4
24	26	4
24	38	3
24	48	0
25	15	4
25	20	1
25	49	3
26	16	2
26	32	4
26	37	3
26	48	2
27	12	4
27	42	3
27	46	3
27	47	4
28	1	0
28	11	1
28	14	0
28	22	0
28	23	4
28	25	1
28	30	4
28	38	3
28	44	0
29	1	0
29	12	1
29	15	4
29	18	0
29	32	0
29	34	0
29	40	3
29	50	4
30	17	2
30	26	3
30	27	4
30	28	0
30	49	0
31	4	1
31	13	2
31	16	1
31	19	1
31	37	1
31	42	4
31	44	1
32	35	3
32	42	0
32	43	1
32	49	3
33	31	2
33	34	4
33	46	1
34	2	0
34	9	3
34	11	2
34	13	1
34	23	0
34	33	4
34	43	0
35	17	0
35	40	3
36	4	2
36	20	0
36	30	4
36	35	0
36	44	4
37	10	4
37	24	1
37	26	4
37	27	4
37	47	1
38	5	3
38	19	2
38	23	4
38	36	1
38	41	3
38	50	0
39	5	3
39	31	3
39	38	0
39	41	4
39	42	4
40	2	2
40	20	4
40	23	0
40	41	0
40	46	3
40	50	4
41	1	0
41	2	2
41	4	4
41	12	0
41	30	4
41	34	2
41	50	0
42	2	2
42	4	3
42	9	1
42	21	3
42	39	0
43	8	4
43	19	1
43	21	4
43	22	3
43	23	2
43	28	3
43	29	0
43	44	3
44	6	1
44	10	0
44	14	0
44	25	4
45	31	3
45	33	1
45	34	2
45	37	3
46	4	0
46	23	2
46	28	4
46	49	0
47	8	3
47	20	3
47	26	0
47	45	0
47	46	2
48	3	1
48	10	2
48	13	3
48	38	4
48	40	2
48	48	0
48	49	0
49	17	0
49	23	3
49	40	0
49	43	0
49	46	1
49	50	3
50	3	0
50	6	1
50	8	2
50	9	1
50	27	0
50	29	1
