1	19	4
1	29	1
1	30	4
1	34	1
1	49	1
2	1	1
2	7	1
2	16	2
2	32	1
2	38	0
2	43	3
3	1	4
3	10	4
3	21	0
3	26	2
3	35	2
3	46	0
4	5	3
4	11	1
4	13	3
4	14	0
4	33	2
4	42	4
5	19	1
5	23	4
5	43	3
5	44	1
6	11	4
6	45	1
7	3	3
7	13	1
7	14	0
7	28	3
7	33	4
8	13	1
8	42	1
8	43	1
9	7	2
9	22	0
9	30	1
9	38	3
10	1	3
10	10	1
10	16	2
10	18	4
10	19	3
10	20	2
10	23	3
10	28	0
10	30	0
10	35	3
11	10	1
11	20	0
11	22	1
11	33	2
11	36	0
11	38	2
12	2	2
12	5	3
12	15	4
12	21	2
12	23	0
12	28	0
12	37	0
12	46	1
12	49	4
13	9	0
13	17	3
13	19	4
13	21	3
13	30	0
13	36	1
14	1	1
14	7	3
14	19	4
14	21	0
15	20	4
15	29	0
15	35	3
15	47	3
16	32	1
16	33	4
16	40	3
16	50	2
17	14	4
17	24	0
17	46	4
17	48	3
17	49	2
18	3	3
18	4	1
18	11	2
18	23	2
18	34	3
18	44	1
19	10	1
19	20	3
19	25	1
19	26	0
19	27	3
19	36	3
19	41	2
20	7	3
20	29	3
20	32	1
20	36	3
20	47	0
21	4	0
21	6	2
21	35	4
21	36	4
21	37	3
21	39	3
21	45	3
21	50	0
22	3	2
22	6	2
22	27	1
22	34	2
23	5	4
23	7	0
23	41	2
23	49	1
24	3	1
24	16	2
24	32	3
24	35	0
24	37	4
24	47	0
25	3	1
25	7	2
25	33	2
25	42	1
25	43	1
25	45	0
25	48	1
26	3	1
26	5	3
26	15	2
26	16	2
26	24	4
26	25	2
26	26	3
26	36	2
26	43	2
27	23	1
27	29	1
27	30	3
27	38	0
28	12	4
28	37	0
28	39	0
28	40	3
28	50	1
29	28	4
30	31	4
30	34	0
30	37	2
30	43	1
31	16	1
31	18	3
31	24	1
31	28	3
31	37	1
31	40	1
32	11	1
32	15	3
32	16	0
32	17	0
32	33	3
32	35	4
33	12	2
33	15	3
33	18	2
33	26	0
33	29	2
33	41	4
33	42	2
33	46	4
34	13	4
34	22	4
34	28	0
34	29	1
35	2	0
35	12	2
35	13	1
35	20	2
35	24	0
36	8	1
36	15	2
36	18	2
36	41	0
37	6	2
37	34	2
37	39	2
37	42	4
37	50	1
38	27	4
38	32	3
38	45	3
38	48	1
38	50	3
39	2	4
39	11	2
39	15	2
39	22	4
39	24	0
39	45	0
39	50	0
40	3	0
40	28	2
41	17	0
42	12	3
42	36	4
42	37	3
42	38	1
43	22	3
43	31	0
44	2	1
44	7	1
44	26	0
44	34	2
44	44	3
44	48	3
45	1	3
45	40	1
45	48	4
46	2	3
46	4	3
46	9	4
46	13	4
46	14	2
46	41	0
47	3	3
47	11	3
47	12	1
47	17	0
47	18	1
47	20	0
47	23	1
47	39	4
48	4	4
48	5	1
48	6	1
48	8	3
48	41	2
49	21	2
50	17	0
50	19	4
50	36	4
50	49	4
