1	6	3
1	43	2
2	13	1
2	25	4
2	29	1
2	43	0
3	5	2
3	22	0
3	29	1
3	33	2
3	46	1
4	2	3
4	11	0
4	12	3
4	19	3
4	46	4
4	48	2
5	3	1
5	24	2
5	27	1
5	40	3
6	1	1
6	11	1
6	25	0
6	26	3
7	18	3
7	22	0
7	26	0
7	34	1
8	1	2
8	3	4
8	6	2
8	17	1
9	4	2
9	14	4
9	19	1
9	44	0
9	50	2
10	13	2
10	36	1
10	40	4
11	9	3
11	28	0
11	32	1
11	34	3
11	41	3
12	6	3
12	25	4
12	48	2
13	4	3
13	7	1
13	11	0
13	21	0
13	24	2
13	30	2
13	39	0
13	42	2
13	45	1
13	47	3
14	4	3
14	10	2
14	27	0
15	3	3
15	11	3
15	19	3
15	22	3
15	27	0
16	14	0
16	20	2
16	30	0
16	34	0
17	10	4
17	11	0
17	20	4
17	25	1
17	46	1
18	2	1
18	7	0
18	14	4
18	15	1
18	49	1
19	14	0
19	15	4
19	26	4
19	27	4
19	33	2
19	45	2
20	2	2
20	4	0
20	13	3
20	16	2
20	28	1
20	38	1
20	43	4
21	11	0
21	14	1
21	24	3
21	30	4
21	31	4
21	36	1
21	37	1
22	5	2
22	6	3
22	12	2
22	20	3
22	21	4
22	22	0
22	35	4
23	22	2
23	26	2
23	27	0
23	34	4
23	42	0
23	44	1
24	1	2
24	2	0
24	20	0
24	22	2
24	24	3
24	27	1
24	33	4
24	44	3
24	48	1
25	5	3
25	8	4
25	16	3
25	24	0
25	29	3
26	5	4
26	6	4
26	12	4
26	28	1
26	41	0
27	6	4
27	10	0
27	31	0
27	39	1
28	18	2
28	23	0
28	39	2
28	41	3
29	8	1
29	17	0
29	24	1
29	28	1
30	9	4
30	14	0
30	17	2
30	32	3
30	46	1
31	6	3
31	9	0
31	25	4
32	9	3
32	15	3
32	23	0
32	27	1
32	37	0
32	45	3
32	49	4
33	3	1
33	18	1
33	36	0
33	38	0
35	30	0
35	31	0
35	35	4
36	5	3
36	12	0
36	30	2
36	42	2
36	48	3
37	1	3
37	15	4
37	19	2
37	22	4
37	28	0
37	32	0
37	38	3
38	4	3
38	5	3
38	16	2
38	20	3
38	22	1
38	27	1
38	32	1
38	35	2
38	46	0
39	10	0
39	14	1
39	21	3
39	26	4
39	32	0
39	35	4
39	38	4
39	41	3
40	8	4
40	9	2
40	10	0
40	14	4
40	17	1
40	23	1
40	35	3
40	44	1
41	5	4
41	13	4
41	18	3
41	46	4
41	48	3
42	19	4
42	40	3
42	46	2
43	4	4
43	9	1
43	11	4
43	18	4
43	29	1
43	35	2
43	45	4
44	3	3
44	12	3
44	13	4
44	17	3
44	23	2
44	33	2
44	37	0
45	18	2
45	20	1
45	27	1
45	40	0
45	49	2
46	10	3
46	30	1
47	9	2
47	19	1
47	29	3
47	31	3
47	33	3
47	36	1
47	41	1
47	42	1
47	43	2
47	49	4
48	49	2
49	10	0
49	15	4
49	16	0
49	24	2
49	38	4
50	1	0
50	7	3
50	12	4
50	22	2
50	23	0
50	24	3
50	29	0
