1	12	3
1	14	0
1	20	1
1	47	0
2	8	4
2	17	0
2	34	2
2	50	2
3	13	1
3	16	0
3	17	0
3	22	0
3	25	0
4	1	1
4	3	0
4	35	3
4	40	1
4	49	4
5	7	2
5	8	2
5	24	0
5	33	1
5	38	0
6	46	0
7	3	4
7	4	4
7	6	1
7	9	3
7	16	2
7	20	1
7	42	3
8	7	2
8	14	1
8	24	3
8	31	0
8	38	0
8	47	2
9	4	1
9	6	1
9	45	0
9	46	0
10	21	2
10	46	2
11	7	1
11	28	3
11	32	2
11	40	4
11	43	1
12	1	4
12	9	4
12	14	2
12	18	1
12	22	4
12	26	3
12	46	0
13	13	4
13	14	3
13	15	3
13	18	4
13	19	0
13	35	3
13	36	1
13	43	4
14	4	1
14	15	2
14	28	2
14	29	4
14	39	3
14	42	2
14	45	3
14	48	1
15	8	0
15	11	0
15	17	0
15	23	0
16	12	2
16	15	2
16	16	4
16	19	0
16	44	4
17	30	1
17	37	0
18	22	4
18	35	4
19	3	1
19	27	4
19	37	4
19	49	1
20	6	0
20	11	4
20	26	0
20	30	4
20	31	0
21	5	4
21	18	0
21	30	4
21	49	0
22	9	2
22	14	0
22	19	4
22	25	0
22	37	0
23	10	4
23	17	1
23	18	0
23	20	1
23	23	0
23	30	2
23	48	3
24	19	1
24	34	3
24	37	0
24	43	1
24	45	3
25	2	4
25	8	3
25	11	2
25	13	4
25	26	0
25	36	4
25	48	2
25	50	3
26	3	1
26	10	1
26	20	4
26	32	4
26	33	1
27	18	4
27	21	2
27	39	4
28	8	0
28	11	1
28	17	1
28	22	0
28	25	2
29	3	0
29	4	3
29	7	0
29	17	1
29	42	0
30	6	3
30	29	0
31	27	4
31	30	2
31	48	1
32	34	2
32	44	2
32	49	1
32	50	3
33	1	4
33	5	0
33	6	3
33	12	2
33	21	4
33	26	3
34	3	0
34	5	4
34	8	0
34	12	4
34	14	3
34	29	4
34	32	2
34	36	3
34	41	4
35	3	0
35	5	3
35	19	3
35	22	3
35	38	3
36	5	1
36	9	3
36	18	3
36	31	4
36	35	3
36	45	3
37	3	2
37	9	1
37	25	0
37	32	2
38	25	0
38	29	1
38	32	4
38	43	0
38	49	1
39	10	3
39	13	3
39	24	4
39	30	1
39	33	2
39	34	1
39	37	0
39	42	1
40	23	1
40	46	2
40	47	0
41	7	2
41	8	0
41	29	3
41	39	3
41	43	1
42	16	0
42	19	1
42	22	0
42	27	0
42	41	2
42	44	3
42	45	2
43	10	0
43	11	3
43	26	4
43	35	4
43	39	1
43	43	3
43	46	3
44	11	4
44	21	3
44	38	0
45	11	1
45	39	4
45	44	0
45	48	4
46	1	0
46	6	0
46	16	1
46	17	1
46	44	1
47	2	4
47	15	4
47	21	4
47	28	2
47	30	4
47	37	2
47	39	4
47	44	4
48	16	0
48	19	3
48	21	2
48	23	3
48	46	1
48	47	2
49	2	4
49	5	4
49	7	2
49	16	0
49	18	0
49	23	3
49	28	2
49	32	3
49	49	1
50	23	1
50	31	3
50	49	4
