1	1	4
1	31	3
1	35	0
1	45	4
1	46	0
1	48	0
2	4	3
2	11	4
2	20	0
3	2	1
3	12	2
3	32	1
3	39	0
3	50	3
4	36	4
4	43	2
4	46	4
5	30	1
5	32	4
5	35	2
6	1	0
6	8	1
6	14	3
6	20	2
6	29	0
6	30	2
6	33	4
6	44	0
6	46	4
6	47	0
7	7	2
7	10	3
7	21	3
7	45	4
8	16	1
8	17	1
8	20	4
8	37	4
8	40	0
9	6	4
9	15	3
9	18	2
9	24	1
9	28	2
9	36	3
9	41	0
10	6	4
10	20	0
10	21	2
10	25	4
10	37	3
10	39	0
10	46	2
10	49	4
11	6	2
11	19	1
11	33	2
11	41	3
12	9	2
12	21	0
12	30	3
12	39	4
13	15	2
13	29	3
13	46	2
14	5	3
14	8	0
14	21	1
14	23	2
14	24	4
14	25	1
15	17	2
15	18	0
15	41	3
16	1	1
16	13	4
16	17	2
16	28	4
16	38	1
16	45	0
17	9	1
17	11	0
17	20	1
17	26	4
17	36	0
17	43	3
18	20	2
18	35	4
19	4	4
19	17	0
19	28	2
19	30	3
19	32	1
19	33	1
19	37	1
19	38	2
19	39	2
19	48	3
20	15	0
20	26	0
20	44	0
20	46	1
20	47	4
20	50	1
21	10	0
21	13	2
21	14	0
21	23	1
21	30	2
21	47	3
22	45	1
22	50	2
23	4	2
23	11	3
23	25	0
23	42	3
23	45	4
24	2	2
24	3	2
24	6	2
24	27	3
24	30	2
24	33	3
24	34	4
24	40	4
24	47	1
25	2	0
25	10	0
25	17	1
25	31	3
25	38	0
26	8	2
26	34	3
26	35	4
26	41	3
27	36	2
28	2	2
28	4	1
28	7	1
28	13	3
28	26	2
28	32	4
28	40	1
28	49	0
29	15	4
29	41	1
29	42	4
29	48	0
29	49	2
30	27	4
30	38	3
30	40	0
31	4	0
31	26	2
31	33	2
32	2	0
32	15	0
32	23	1
32	31	0
32	34	0
32	37	3
33	3	4
33	6	0
33	11	4
33	15	0
34	17	3
34	22	0
34	37	2
34	44	0
34	50	3
35	18	2
36	3	0
36	13	1
36	42	4
36	45	3
37	11	4
37	19	0
37	24	1
37	29	2
37	31	3
37	42	4
38	1	4
38	14	3
38	17	0
38	28	4
39	10	0
39	13	2
39	15	1
39	33	3
39	37	3
39	42	2
40	27	4
40	29	0
40	32	4
40	40	0
40	41	4
41	8	1
41	10	1
41	21	1
41	45	2
41	48	0
42	5	4
42	10	4
42	19	4
42	27	4
42	30	3
42	42	4
43	11	4
43	19	2
43	37	1
44	23	0
44	27	2
44	41	2
44	50	1
45	4	2
45	5	3
45	6	1
45	13	1
45	32	1
45	38	3
46	3	3
46	19	3
46	49	3
47	11	3
47	16	4
47	18	0
47	31	0
48	10	2
48	12	3
48	14	1
48	22	2
48	35	3
48	36	4
48	39	3
49	2	3
49	3	2
49	5	3
49	9	1
49	13	4
49	23	2
49	43	4
50	12	4
50	13	0
50	32	0
50	37	1
50	41	1
50	42	2
50	43	4
