1	6	0
1	16	2
1	33	4
1	41	4
2	22	2
2	42	0
2	47	1
3	5	1
3	47	4
3	50	0
4	1	1
4	11	2
4	18	1
4	25	1
4	39	1
4	47	3
4	50	2
5	9	2
5	14	3
5	19	2
5	29	4
5	38	3
5	43	0
5	46	0
5	49	4
6	12	0
6	25	0
6	26	1
6	40	1
7	31	4
7	36	4
7	38	4
7	43	4
8	32	2
8	45	2
9	1	2
9	2	2
9	43	2
9	49	0
10	4	1
10	20	0
11	2	2
11	14	3
11	27	2
11	39	3
11	47	3
12	1	1
12	15	1
12	22	2
12	43	3
12	45	3
12	49	2
13	2	0
13	14	3
13	34	0
13	44	4
14	1	3
14	4	0
14	18	4
14	33	2
14	44	3
14	49	3
15	18	3
15	30	3
15	35	1
15	48	2
16	6	3
16	11	1
16	17	2
16	27	1
16	34	2
16	37	3
17	3	3
17	20	4
17	26	4
17	47	2
18	2	4
18	15	0
18	50	1
19	6	2
19	22	3
19	37	3
19	43	2
19	44	4
19	45	2
20	7	3
20	11	0
20	16	1
20	22	3
20	23	0
20	40	2
21	6	3
21	8	1
21	33	4
21	41	1
22	7	2
22	11	1
22	34	2
22	37	1
22	38	0
23	1	4
23	13	3
23	16	2
23	22	3
23	30	0
23	32	4
23	37	1
23	47	1
24	5	1
24	30	0
24	41	3
24	42	1
24	48	1
25	12	3
25	19	1
25	25	4
25	47	1
25	48	2
25	49	2
26	3	2
26	20	1
26	30	4
26	50	3
27	20	4
27	29	4
27	37	1
27	50	1
28	8	2
28	11	0
28	19	0
28	23	2
28	30	1
28	40	3
29	6	0
29	7	1
29	10	2
29	11	1
29	29	1
29	45	2
30	14	3
30	16	3
30	17	0
30	26	0
30	41	4
30	46	4
31	15	0
31	29	1
31	37	4
31	39	0
31	40	1
32	4	4
32	5	2
32	6	2
32	7	2
32	10	4
32	22	2
32	28	1
32	36	1
32	42	4
32	44	4
32	46	3
33	13	4
33	21	3
33	32	0
33	37	4
33	42	1
33	44	2
34	4	1
34	8	3
34	18	4
34	20	4
34	24	3
34	25	3
34	33	4
34	39	1
34	41	4
34	45	2
34	50	1
35	2	4
35	3	4
35	24	4
35	46	0
35	48	4
36	20	4
36	21	2
36	31	4
36	33	4
37	14	0
37	36	4
37	48	1
38	18	2
38	23	1
38	36	2
38	39	1
39	9	2
39	18	0
39	23	0
39	27	4
39	29	2
39	40	3
39	41	0
39	48	0
40	6	0
40	9	1
40	22	1
40	24	3
40	33	1
40	36	3
40	44	1
41	4	3
41	5	3
41	35	1
41	39	4
41	46	4
42	2	3
42	9	3
42	33	2
43	10	2
43	14	3
43	19	3
43	24	3
43	38	0
43	39	4
43	47	4
44	20	0
44	25	3
44	30	4
44	39	0
45	6	4
45	12	1
45	30	2
45	47	2
46	17	1
46	24	2
46	29	2
46	32	3
46	41	4
46	46	1
47	2	4
47	5	4
47	13	2
47	16	3
48	40	4
49	1	2
49	3	4
49	21	1
49	35	2
49	39	2
49	42	3
49	46	3
49	49	2
50	10	3
50	13	0
50	32	3
50	41	2
50	42	2
